pid,an,name,_date,caption,translation,student,keywords,manifest,thumbnail,full
432,11,Plate 432,1 décembre 1803,Fichu noué en Cravate. Robe de Florence.,Handkerchief tied as if a neck-tie. Dress from Florence.,Jodi Mikesell,"fichu, cravate, robe",/img/derivatives/iiif/432/manifest.json,"/img/derivatives/iiif/images/432/full/250,/0/default.jpg","/img/derivatives/iiif/images/432/full/1140,/0/default.jpg"
433,11,Plate 433,,1. Satin et Tulle. 2. Satin. 3. Linon-Gaze. 4. Velours.,1. Satin and tulle. 2. Satin. 3. Lawn-Gauze. 4. Velvet.,Emily Berger,"satin, tulle, linon-gaze, velours",/img/derivatives/iiif/433/manifest.json,"/img/derivatives/iiif/images/433/full/250,/0/default.jpg","/img/derivatives/iiif/images/433/full/1140,/0/default.jpg"
434,11,Plate 434,,Coeffure ornée de Perles et d’un Diadème de Fleurs.,Hairstyle ornamented with pearls and with a flower diadem.,Emily Berger,"coeffure, diadème, fleurs, perles",/img/derivatives/iiif/434/manifest.json,"/img/derivatives/iiif/images/434/full/250,/0/default.jpg","/img/derivatives/iiif/images/434/full/1140,/0/default.jpg"
435,11,Plate 435,,Voile de Dentelle. Tunique. Schall de Cachemire.,Lace veil. Tunic. Cashmere shawl.,Emily Berger,"voile, dentelle, tunique, schall, cachemire",/img/derivatives/iiif/435/manifest.json,"/img/derivatives/iiif/images/435/full/250,/0/default.jpg","/img/derivatives/iiif/images/435/full/1140,/0/default.jpg"
436,11,Plate 436,,1. Turbans de Coeffures. 2. Coeffures de Modistes. 3. Capotes de Lingères.,1. Turban hairstyle. Hairstyles by milliners. 3. Hoods by Laundresses.,Emily Berger,"turban, coeffure, modistes, capote",/img/derivatives/iiif/436/manifest.json,"/img/derivatives/iiif/images/436/full/250,/0/default.jpg","/img/derivatives/iiif/images/436/full/1140,/0/default.jpg"
437,11,Plate 437,,Coeffure à Nattes. Costume de Bal.,Hairstyle with braids. Ball costume.,Emily Berger,"coeffure, nattes, bal",/img/derivatives/iiif/437/manifest.json,"/img/derivatives/iiif/images/437/full/250,/0/default.jpg","/img/derivatives/iiif/images/437/full/1140,/0/default.jpg"
438,11,Plate 438,,Douillette garnie en Cygne.,Loose coat decorated with swans-down.,Emily Berger,"douillette, cygne",/img/derivatives/iiif/438/manifest.json,"/img/derivatives/iiif/images/438/full/250,/0/default.jpg","/img/derivatives/iiif/images/438/full/1140,/0/default.jpg"
439,11,Plate 439,,Gilet en duvet de Cygne. Redingote à l’écuyère.,Vest in swan down. Riding-style overcoat.,Emily Berger,"gilet, cygne, redingote écuyère",/img/derivatives/iiif/439/manifest.json,"/img/derivatives/iiif/images/439/full/250,/0/default.jpg","/img/derivatives/iiif/images/439/full/1140,/0/default.jpg"
440,11,Plate 440,,Coeffure nattée. Tunique de Grande Parure.,Braided hairstyle. Very formal tunic.,Emily Berger,"coeffure, nattée, tunique, parure",/img/derivatives/iiif/440/manifest.json,"/img/derivatives/iiif/images/440/full/250,/0/default.jpg","/img/derivatives/iiif/images/440/full/1140,/0/default.jpg"
441,11,Plate 441,,Habillement de matin.,Morning clothing.,Emily Berger,matin,/img/derivatives/iiif/441/manifest.json,"/img/derivatives/iiif/images/441/full/250,/0/default.jpg","/img/derivatives/iiif/images/441/full/1140,/0/default.jpg"
442,11,Plate 442,,Chapeau de Satin retrousée. Douillette de Florence.,Upturned satin hat. Loose coat from Florence.,Emily Berger,"chapeau, satin, douillette",/img/derivatives/iiif/442/manifest.json,"/img/derivatives/iiif/images/442/full/250,/0/default.jpg","/img/derivatives/iiif/images/442/full/1140,/0/default.jpg"
443,11,Plate 443,,Costume de Bal.,Ball costume.,Emily Berger,"costume, bal",/img/derivatives/iiif/443/manifest.json,"/img/derivatives/iiif/images/443/full/250,/0/default.jpg","/img/derivatives/iiif/images/443/full/1140,/0/default.jpg"
444,11,Plate 444,,Costume Demi-Habillé.,Semi-formal costume.,Emily Berger,demi-habillé,/img/derivatives/iiif/444/manifest.json,"/img/derivatives/iiif/images/444/full/250,/0/default.jpg","/img/derivatives/iiif/images/444/full/1140,/0/default.jpg"
445,11,Plate 445,30 janvier 1803,Turban de grande Parure. Robe du Matin.,Grand Parure Turban. Morning Dress.,Zoë Dostal,"turban, femme artiste, froid, polonnaise, redingote, turq, vignogne, palatine",/img/derivatives/iiif/445/manifest.json,"/img/derivatives/iiif/images/445/full/250,/0/default.jpg","/img/derivatives/iiif/images/445/full/1140,/0/default.jpg"
446,11,Plate 446,,Cornette de Tulle Brodée.,Cornett in embroidered tulle.,Emily Berger,"cornette, tulle",/img/derivatives/iiif/446/manifest.json,"/img/derivatives/iiif/images/446/full/250,/0/default.jpg","/img/derivatives/iiif/images/446/full/1140,/0/default.jpg"
447,11,Plate 447,,"1. Turbans de Linon. 2. Turbans de Velours et Canetille d’Argent. 3. Coeffure en Cheveux, ornée de Canetille d’Argent. 4. Chapeaux de Crêpe. 5. Chapeaux de Satin.",1. Lawn turbans. 2. Turbans in velvet and silver-ribbed fabric. 3. Natural hair ornamented with silver-ribbed fabric. 4. Crapa hats. 5. Satin hats.,Emily Berger,"turban, linon, velours, cheveaux, fraise, coeffure",/img/derivatives/iiif/447/manifest.json,"/img/derivatives/iiif/images/447/full/250,/0/default.jpg","/img/derivatives/iiif/images/447/full/1140,/0/default.jpg"
448,11,Plate 448,,"Costume Habillé, mais non d’Etiquette. (Le Chapeau et l’Epée se trouvent à droite par l’inadvertence du Graveur)","Formal costume, but not Court. (The hat and sword are on the right through a mistake of the engraver’s)",Emily Berger,"costume, habillé, epée",/img/derivatives/iiif/448/manifest.json,"/img/derivatives/iiif/images/448/full/250,/0/default.jpg","/img/derivatives/iiif/images/448/full/1140,/0/default.jpg"
449,11,Plate 449,,Chapeau de Satin. Schall de Vigogne.,Satin hat. Vicuna shawl.,Emily Berger,"chapeau, satin, schall, vigogne",/img/derivatives/iiif/449/manifest.json,"/img/derivatives/iiif/images/449/full/250,/0/default.jpg","/img/derivatives/iiif/images/449/full/1140,/0/default.jpg"
450,11,Plate 450,1803,Costume d'Etiquette.,Court costume.,Barthélemy Glama,"etiquette, masculin",/img/derivatives/iiif/450/manifest.json,"/img/derivatives/iiif/images/450/full/250,/0/default.jpg","/img/derivatives/iiif/images/450/full/1140,/0/default.jpg"
451,11,Plate 451,,Toque à dents de Loup. Tunique de Bal.,Zig-zagging cap. Ball tunic.,Emily Berger,"toque, tunique, bal",/img/derivatives/iiif/451/manifest.json,"/img/derivatives/iiif/images/451/full/250,/0/default.jpg","/img/derivatives/iiif/images/451/full/1140,/0/default.jpg"
452,11,Plate 452,,Turban de Velours fiselé. Schall à Bordures en Guirlandes.,Turban in threaded velvet. Shawl with garlanded borders.,Emily Berger,"turban, fiselé, schall",/img/derivatives/iiif/452/manifest.json,"/img/derivatives/iiif/images/452/full/250,/0/default.jpg","/img/derivatives/iiif/images/452/full/1140,/0/default.jpg"
453,11,Plate 453,,Castor à Poil Ras. Habit Amazône en Drap.,Short-haired beaver hat. Riding suit in wool broadcloth.,Emily Berger,"habit, amazône, drap",/img/derivatives/iiif/453/manifest.json,"/img/derivatives/iiif/images/453/full/250,/0/default.jpg","/img/derivatives/iiif/images/453/full/1140,/0/default.jpg"
454,11,Plate 454,,Diadème et Garniture de Diamans. Corsage de Dentelle.,Diadem and set of diamonds. Lace bodice.,Emily Berger,"diadème, diamans, corsage, dentelle, diadem",/img/derivatives/iiif/454/manifest.json,"/img/derivatives/iiif/images/454/full/250,/0/default.jpg","/img/derivatives/iiif/images/454/full/1140,/0/default.jpg"
455,11,Plate 455,,Toilette du Matin.,Morning wear.,Emily Berger,"toilette, matin",/img/derivatives/iiif/455/manifest.json,"/img/derivatives/iiif/images/455/full/250,/0/default.jpg","/img/derivatives/iiif/images/455/full/1140,/0/default.jpg"
456,11,Plate 456,1803,"Grande parure. Le Dessin n'ayant pas été gravé au Miror, l'Epée se trouve à droite.",Formal court costume.,Barthélemy Glama,"parure, masculin",/img/derivatives/iiif/456/manifest.json,"/img/derivatives/iiif/images/456/full/250,/0/default.jpg","/img/derivatives/iiif/images/456/full/1140,/0/default.jpg"
457,11,Plate 457,,"Bonnet du Matin, Garni d’une Rûche de Crêpe.","Morning bonnet, decorated with a crape ruche.",Emily Berger,"bonnet, matin, rûche, crêpe",/img/derivatives/iiif/457/manifest.json,"/img/derivatives/iiif/images/457/full/250,/0/default.jpg","/img/derivatives/iiif/images/457/full/1140,/0/default.jpg"
458,11,Plate 458,,Turban de Crepe. Boucles d’Oreilles à anse de Panier. Robe du Matin.,Crape turban. Earrings with basket handles. Morning dress.,Emily Berger,"turban, crepe, boucles d'oreilles, anse de panier, robe, matin",/img/derivatives/iiif/458/manifest.json,"/img/derivatives/iiif/images/458/full/250,/0/default.jpg","/img/derivatives/iiif/images/458/full/1140,/0/default.jpg"
459,11,Plate 459,,Chapeau de Sparterie. Jupon garni d’un Effilé.,Plaited hat. Petticoat decorated with fringe.,Emily Berger,"chapeau, sparterie, jupon, effilé",/img/derivatives/iiif/459/manifest.json,"/img/derivatives/iiif/images/459/full/250,/0/default.jpg","/img/derivatives/iiif/images/459/full/1140,/0/default.jpg"
460,11,Plate 460,,1. Chapeaux de Modistes 2. Turbans de Coeffeurs 3. Toquets de Lingères.,1. Milliners’ hats. 2. Hairstylists’ turbans. Laundresses’ caps.,Emily Berger,"chapeau, modistes, turban, coeffeur, toquets",/img/derivatives/iiif/460/manifest.json,"/img/derivatives/iiif/images/460/full/250,/0/default.jpg","/img/derivatives/iiif/images/460/full/1140,/0/default.jpg"
461,11,Plate 461,,Chapeau de Crêpe avec un Bouillon de Tulle sur le devant.,Crape hat with a froth of tulle in front.,Emily Berger,"chapeau, crêpe, bouillon, tulle",/img/derivatives/iiif/461/manifest.json,"/img/derivatives/iiif/images/461/full/250,/0/default.jpg","/img/derivatives/iiif/images/461/full/1140,/0/default.jpg"
462,11,Plate 462,,Chapeau de Crêpe orné de Tulle. Fichu en Cravate.,Crape hat ornamented with tulle. Handkerchief worn as a neck-tie.,Emily Berger,"chapeau, crêpe, tulle, fichu, cravatecrape",/img/derivatives/iiif/462/manifest.json,"/img/derivatives/iiif/images/462/full/250,/0/default.jpg","/img/derivatives/iiif/images/462/full/1140,/0/default.jpg"
463,11,Plate 463,,Costume de Bal.,Ball costume.,Emily Berger,"costume, bal",/img/derivatives/iiif/463/manifest.json,"/img/derivatives/iiif/images/463/full/250,/0/default.jpg","/img/derivatives/iiif/images/463/full/1140,/0/default.jpg"
464,11,Plate 464,,Tête fraîchement Tondue. Juive Soie et Coton.,Freshly shorn head. Loose calf-length coat in silk and cotton.,Emily Berger,"tête tondue, soie, coton",/img/derivatives/iiif/464/manifest.json,"/img/derivatives/iiif/images/464/full/250,/0/default.jpg","/img/derivatives/iiif/images/464/full/1140,/0/default.jpg"
465,11,Plate 465,,Chapeau Garni en Chicorée.,Hat decorated with chicory.,Emily Berger,"chapeau, chicoré",/img/derivatives/iiif/465/manifest.json,"/img/derivatives/iiif/images/465/full/250,/0/default.jpg","/img/derivatives/iiif/images/465/full/1140,/0/default.jpg"
466,11,Plate 466,,1. Chapeaux de Modistes. 2. Turban de Coeffeur. 3. Bonnets de Lingères.,1. Millners’ hats. 2. Hairstylist’s turban. 3. Laundresses’ bonnets.,Emily Berger,"chapeau, modistes, turban, bonnet",/img/derivatives/iiif/466/manifest.json,"/img/derivatives/iiif/images/466/full/250,/0/default.jpg","/img/derivatives/iiif/images/466/full/1140,/0/default.jpg"
467,11,Plate 467,05 mai 1803,"Bonnet du Matin, Corset Elastique.","Morning Bonnet, Elastic Corset.",Jodi Mikesell,"bonnet, matin, corset, elastique",/img/derivatives/iiif/467/manifest.json,"/img/derivatives/iiif/images/467/full/250,/0/default.jpg","/img/derivatives/iiif/images/467/full/1140,/0/default.jpg"
468,11,Plate 468,,1. Corsages. 2. Chapeau de Paille. 3. Chapeau de Castor. 4. Cornette de Tulle. 5. Cornette faite avec un fichu.,1. Bodices. 2. Straw hat. 3.Beaver hat. 4. Cornett in tulle. 5. Cornett made with a handkerchief.,Emily Berger,"corsage, chapeau, paille, castor, cornette, fichu",/img/derivatives/iiif/468/manifest.json,"/img/derivatives/iiif/images/468/full/250,/0/default.jpg","/img/derivatives/iiif/images/468/full/1140,/0/default.jpg"
469,11,Plate 469,,Chapeau de Castor. Fichu Garni d’une Fraise.,Beaver hat. Handkerchief decorated with a circular ruffled collar.,Emily Berger,"chapeau, castor, fichu, fraise",/img/derivatives/iiif/469/manifest.json,"/img/derivatives/iiif/images/469/full/250,/0/default.jpg","/img/derivatives/iiif/images/469/full/1140,/0/default.jpg"
470,11,Plate 470,,Costume de Grande Parure.,Very formal costume.,Emily Berger,"costume, parure",/img/derivatives/iiif/470/manifest.json,"/img/derivatives/iiif/images/470/full/250,/0/default.jpg","/img/derivatives/iiif/images/470/full/1140,/0/default.jpg"
471,11,Plate 471,,"Chapeau de Paille, perlé.","Straw hat, beaded.",Emily Berger,"chapeau, paille, perlé",/img/derivatives/iiif/471/manifest.json,"/img/derivatives/iiif/images/471/full/250,/0/default.jpg","/img/derivatives/iiif/images/471/full/1140,/0/default.jpg"
472,11,Plate 472,,1. Coeffures de Modistes. 2. Coeffures de Lingères.,1. Milliners’ hairstyles. 2. Laundresses’ hairstyles.,Emily Berger,"coeffure, modistes, coeffure, lingère",/img/derivatives/iiif/472/manifest.json,"/img/derivatives/iiif/images/472/full/250,/0/default.jpg","/img/derivatives/iiif/images/472/full/1140,/0/default.jpg"
473,11,Plate 473,,Habit à Taille étroite. Culotte et Guêtres de Nankin.,Tailcoat with narrow waist. Breeches and gaiters in nankeen.,Emily Berger,"habit, taille, culotte, guêtre, nankin",/img/derivatives/iiif/473/manifest.json,"/img/derivatives/iiif/images/473/full/250,/0/default.jpg","/img/derivatives/iiif/images/473/full/1140,/0/default.jpg"
474,11,Plate 474,,Tunique de Dentelle à Dos échancré.,Lace tunic with a low-cut back.,Emily Berger,"tunique, dentelle, échancré",/img/derivatives/iiif/474/manifest.json,"/img/derivatives/iiif/images/474/full/250,/0/default.jpg","/img/derivatives/iiif/images/474/full/1140,/0/default.jpg"
475,11,Plate 475,,"1. Turban en Linon et Velours noir 2. Cheveux coupés Ras, à l’éxception du Toupet 3. Fraise à trois Coulisses 4. Coeffures en Cheveux postiches.","1. Turban in lawn and black velvet. 2. Hair cut close to the skin, except for the quaff. 3. Circular collar with three draw-strings. 4. Hairstyles with hair-pieces.",Emily Berger,"turban, linon, velours, cheveaux, fraise, coeffure",/img/derivatives/iiif/475/manifest.json,"/img/derivatives/iiif/images/475/full/250,/0/default.jpg","/img/derivatives/iiif/images/475/full/1140,/0/default.jpg"
476,11,Plate 476,,Coeffure en Cheveux nattés et ornés de Perles.,Hairstyle with natural hair braided and ornamented with pearls.,Emily Berger,"coeffure, cheveaux, natté, perles",/img/derivatives/iiif/476/manifest.json,"/img/derivatives/iiif/images/476/full/250,/0/default.jpg","/img/derivatives/iiif/images/476/full/1140,/0/default.jpg"
477,11,Plate 477,,"Voile sur un Béguin. Tunique Juive, à Taille Basse.","Veil on a wimple. Calf-length tunic, with a low waist.",Emily Berger,"voile, béguin, tunique, juive, taille",/img/derivatives/iiif/477/manifest.json,"/img/derivatives/iiif/images/477/full/250,/0/default.jpg","/img/derivatives/iiif/images/477/full/1140,/0/default.jpg"
478,11,Plate 478,,Béguin de Tulle Brodé. Fraise attenante au Fichu.,Bonnet in embroidered tulle. Circular ruffled collar attached to the handkerchief.,Emily Berger,"béguin, tulle, fraise, fichu",/img/derivatives/iiif/478/manifest.json,"/img/derivatives/iiif/images/478/full/250,/0/default.jpg","/img/derivatives/iiif/images/478/full/1140,/0/default.jpg"
479,11,Plate 479,,"Capote de petit Taffetas, Garnie en Chicorée.","Hood in petit-taffeta, decorated chickory-style.",Emily Berger,"capote, taffetas, chicoré",/img/derivatives/iiif/479/manifest.json,"/img/derivatives/iiif/images/479/full/250,/0/default.jpg","/img/derivatives/iiif/images/479/full/1140,/0/default.jpg"
480,11,Plate 480,,Tunique Juive à Manches larges.,Calf-length tunic with wide sleeves.,Emily Berger,"tunique, juive, manches",/img/derivatives/iiif/480/manifest.json,"/img/derivatives/iiif/images/480/full/250,/0/default.jpg","/img/derivatives/iiif/images/480/full/1140,/0/default.jpg"
481,11,Plate 481,4 juillet 1803,Cornette sous un Voile. Garnitures en Fraises.,Cornett under a veil. Decorations in circular ruffles.,Zoë Dostal,"femme artist, tabouret, egyptien, grecque, mirza, chimère, cygne",/img/derivatives/iiif/481/manifest.json,"/img/derivatives/iiif/images/481/full/250,/0/default.jpg","/img/derivatives/iiif/images/481/full/1140,/0/default.jpg"
482,11,Plate 482,,"1. Chapeau de Sparterie. 2. Capotes de Taffetas. 3. Capote d’Organdie. 4. Cornettes du Matin. 5. Bonnets de Dentelle. 6. Chapeau de Paille, garni en Fleurs. 7. Capote de Florence.
","1. Plaited straw hat. 2. Taffeta hoods. 3. Organdy hood. 4. Morning cornets. 5. Lace bonnets. 6. Straw hat, decorated with flowers. 7. Hood from Florence.",Emily Berger,"chapeau, sparterie, capote, taffetas, organdie, cornette, matin, dentelle, organdie",/img/derivatives/iiif/482/manifest.json,"/img/derivatives/iiif/images/482/full/250,/0/default.jpg","/img/derivatives/iiif/images/482/full/1140,/0/default.jpg"
483,11,Plate 483,juillet 1803?,"Capote d’Organdie, piquée.",Hood in piqué organdy.,Anne Higonnet,"organdie, piquée",/img/derivatives/iiif/483/manifest.json,"/img/derivatives/iiif/images/483/full/250,/0/default.jpg","/img/derivatives/iiif/images/483/full/1140,/0/default.jpg"
484,11,Plate 484,,"Capote d’Organdie, à Côtes.","Organdy hood, with ribs.",Emily Berger,"capote, organdie, côtes",/img/derivatives/iiif/484/manifest.json,"/img/derivatives/iiif/images/484/full/250,/0/default.jpg","/img/derivatives/iiif/images/484/full/1140,/0/default.jpg"
485,11,Plate 485,,Tête à demi Tondue. Fichu à Bouts pendants.,Half-shaved head. Handkerchief with hanging ends.,Emily Berger,"tête tondue, fichu, bouts",/img/derivatives/iiif/485/manifest.json,"/img/derivatives/iiif/images/485/full/250,/0/default.jpg","/img/derivatives/iiif/images/485/full/1140,/0/default.jpg"
486,11,Plate 486,,Fichu garnie d’une Fraise.,Handkerchief decorated with circular ruffled collar.,Emily Berger,"fichu, fraise",/img/derivatives/iiif/486/manifest.json,"/img/derivatives/iiif/images/486/full/250,/0/default.jpg","/img/derivatives/iiif/images/486/full/1140,/0/default.jpg"
487,11,Plate 487,,Tunique Juive en Guinée.,Calf-length tunic in calico.,Emily Berger,"tunique, juive, guinée",/img/derivatives/iiif/487/manifest.json,"/img/derivatives/iiif/images/487/full/250,/0/default.jpg","/img/derivatives/iiif/images/487/full/1140,/0/default.jpg"
488,11,Plate 488,,Demi-Parure.,Half-formal.,Emily Berger,demi-parure,/img/derivatives/iiif/488/manifest.json,"/img/derivatives/iiif/images/488/full/250,/0/default.jpg","/img/derivatives/iiif/images/488/full/1140,/0/default.jpg"
489,11,Plate 489,,1. Chapeaux de Paille. 2. Capotes de Perkale. 3. Capotes de Sparterie. 4. Corsages.,1. Straw hats. 2. Percal hoods. 3. Plaited straw hoods. 4. Bodices.,Emily Berger,"chapeau, paille, capote, perkale, sparterie, corsage",/img/derivatives/iiif/489/manifest.json,"/img/derivatives/iiif/images/489/full/250,/0/default.jpg","/img/derivatives/iiif/images/489/full/1140,/0/default.jpg"
490,11,Plate 490,,Tête Tondue par derrière. Colerette Rabattue.,Head shaved in back. Neck-ruffle folded back.,Emily Berger,"tête tondue, colerette, rabattue",/img/derivatives/iiif/490/manifest.json,"/img/derivatives/iiif/images/490/full/250,/0/default.jpg","/img/derivatives/iiif/images/490/full/1140,/0/default.jpg"
491,11,Plate 491,,Costume du Matin.,Morning costume.,Emily Berger,"costume, matin",/img/derivatives/iiif/491/manifest.json,"/img/derivatives/iiif/images/491/full/250,/0/default.jpg","/img/derivatives/iiif/images/491/full/1140,/0/default.jpg"
492,11,Plate 492,,Costume Demi-habillé.,Semi-formal costume.,Emily Berger,"costume, demi-habillé",/img/derivatives/iiif/492/manifest.json,"/img/derivatives/iiif/images/492/full/250,/0/default.jpg","/img/derivatives/iiif/images/492/full/1140,/0/default.jpg"
493,11,Plate 493,,Dentelle Rabattue en demi Voile.,Lace folded back into a half-veil.,Emily Berger,"dentelle, rabattue, voile",/img/derivatives/iiif/493/manifest.json,"/img/derivatives/iiif/images/493/full/250,/0/default.jpg","/img/derivatives/iiif/images/493/full/1140,/0/default.jpg"
494,11,Plate 494,,Costume négligé d’un jeune homme.,Young man’s casual costume.,Emily Berger,"négligé, homme, jeune",/img/derivatives/iiif/494/manifest.json,"/img/derivatives/iiif/images/494/full/250,/0/default.jpg","/img/derivatives/iiif/images/494/full/1140,/0/default.jpg"
495,11,Plate 495,,Costume du Matin.,Morning costume.,Emily Berger,"costume, matin",/img/derivatives/iiif/495/manifest.json,"/img/derivatives/iiif/images/495/full/250,/0/default.jpg","/img/derivatives/iiif/images/495/full/1140,/0/default.jpg"
496,11,Plate 496,,1. Capotes en Taffetas et Rubans de Paille. 2. Coeffure ornée de Perles. 3. Turban. 4. Corsages. 5. Garnitures rabattues en demi Voile. 6. Capote d’Organdie. 7. Voile sur une Tête Tondue. 8. Coeffures de fantaisie.,1. Hoods in taffeta and straw ribbons. 2. Hairstyles ornamented with pearls. 3. Turban. 4. Bodices. 5. Decorations folded back in a half-veil. 6. Organdy hood. 7. Veil on a shorn head. 8. Fancy hairstyles.,Emily Berger,"capote, taffetas, rubans, paille, coeffure, turban, corsage, organdie",/img/derivatives/iiif/496/manifest.json,"/img/derivatives/iiif/images/496/full/250,/0/default.jpg","/img/derivatives/iiif/images/496/full/1140,/0/default.jpg"
497,11,Plate 497,,Demi-Parure.,Half-formal.,Emily Berger,demi-parure,/img/derivatives/iiif/497/manifest.json,"/img/derivatives/iiif/images/497/full/250,/0/default.jpg","/img/derivatives/iiif/images/497/full/1140,/0/default.jpg"
498,11,Plate 498,,Chapeau en Rubans flambés.,Hat in flambé ribbons.,Emily Berger,"chapeau, rubans, flambé",/img/derivatives/iiif/498/manifest.json,"/img/derivatives/iiif/images/498/full/250,/0/default.jpg","/img/derivatives/iiif/images/498/full/1140,/0/default.jpg"
499,11,Plate 499,,Bandeau orné de Pierres gravées. Pélerine de Dentelle.,Headband ornamented with engraved gems. Lace capelet.,Emily Berger,"bandeau, pierres, dentelle, pélerin",/img/derivatives/iiif/499/manifest.json,"/img/derivatives/iiif/images/499/full/250,/0/default.jpg","/img/derivatives/iiif/images/499/full/1140,/0/default.jpg"
